State,Account length,Area code,International plan,Voice mail plan,Number vmail messages,Total day minutes,Total day calls,Total day charge,Total eve minutes,Total eve calls,Total eve charge,Total night minutes,Total night calls,Total night charge,Total intl minutes,Total intl calls,Total intl charge,Customer service calls,Churn,Total day minutes (normalized)
WV,104,415,No,No,0,225.9,123.0,38.4,162.8,106.0,13.84,272.1,85.0,12.24,10.1,4,2.73,1.0,False,0.6439566704675028
ID,119,415,Yes,Yes,32,173.0,101.0,29.41,209.4,93.0,17.8,231.1,91.0,10.4,12.2,4,3.29,0.0,False,0.49315849486887114
MD,125,415,No,No,0,224.9,102.0,38.23,143.8,87.0,12.22,198.9,105.0,8.95,8.0,2,2.16,0.0,False,0.6411060433295325
IN,156,510,No,No,0,237.7,122.0,40.41,181.5,91.0,15.43,185.7,151.0,8.36,7.7,4,2.08,1.0,False,0.677594070695553
WY,109,415,No,No,0,137.0,128.0,23.29,217.0,116.0,18.45,182.1,86.0,8.19,10.0,5,2.7,2.0,False,0.3905359179019384
NH,95,510,No,No,0,142.5,109.0,24.23,176.1,107.0,14.97,189.6,88.0,8.53,8.2,3,2.21,2.0,False,0.40621436716077536
MN,90,408,No,No,0,142.4,126.0,24.21,126.2,118.0,10.73,274.2,71.0,12.34,4.6,4,1.24,1.0,False,0.40592930444697833
MA,105,415,No,Yes,21,147.0,112.0,24.99,197.3,43.0,16.77,267.4,93.0,12.03,8.7,3,2.35,2.0,False,0.41904218928164194
NH,101,510,No,No,0,220.3,124.0,37.45,188.6,101.0,16.03,278.4,98.0,12.53,10.6,4,2.86,1.0,False,0.6279931584948689
MN,95,415,No,No,0,149.2,96.0,25.36,260.7,116.0,22.16,201.0,120.0,9.05,8.1,2,2.19,1.0,False,0.4253135689851767
IA,123,415,No,No,0,204.4,88.0,34.75,137.5,111.0,11.69,226.0,100.0,10.17,10.0,4,2.7,0.0,False,0.5826681870011402
NY,160,408,No,No,0,216.8,77.0,36.86,207.3,117.0,17.62,228.6,117.0,10.29,5.6,2,1.51,1.0,False,0.6180159635119726
AL,141,510,No,Yes,28,308.0,123.0,52.36,247.8,128.0,21.06,152.9,103.0,6.88,7.4,3,2.0,1.0,False,0.8779931584948688
WV,87,415,No,No,0,58.0,125.0,9.86,67.5,116.0,5.74,185.9,136.0,8.37,11.5,3,3.11,0.0,False,0.1653363740022805
NM,81,415,No,No,0,173.2,80.0,29.44,236.2,94.0,20.08,240.2,84.0,10.81,11.8,6,3.19,2.0,False,0.4937286202964652
CA,75,415,No,Yes,19,210.3,90.0,35.75,241.8,87.0,20.55,215.7,102.0,9.71,13.1,3,3.54,4.0,False,0.5994868871151654
MA,126,408,No,Yes,24,58.9,125.0,10.01,305.5,90.0,25.97,158.9,73.0,7.15,12.1,6,3.27,0.0,False,0.16790193842645382
ME,28,415,No,No,0,236.8,102.0,40.26,167.1,87.0,14.2,280.2,115.0,12.61,9.7,3,2.62,3.0,False,0.6750285062713797
FL,153,415,No,No,0,228.9,102.0,38.91,160.7,136.0,13.66,203.1,109.0,9.14,12.5,2,3.38,0.0,False,0.6525085518814139
NH,97,408,No,Yes,32,90.0,87.0,15.3,276.3,113.0,23.49,185.2,107.0,8.33,8.6,6,2.32,2.0,True,0.25655644241733183
IN,115,408,No,No,0,146.7,128.0,24.94,106.2,74.0,9.03,197.7,104.0,8.9,11.1,4,3.0,2.0,False,0.4181870011402508
WI,95,408,No,No,0,237.3,83.0,40.34,154.0,65.0,13.09,237.0,105.0,10.67,11.2,6,3.02,1.0,False,0.6764538198403649
MA,17,415,Yes,No,0,162.8,118.0,27.68,229.6,91.0,19.52,332.7,94.0,14.97,13.6,3,3.67,0.0,True,0.4640820980615736
NH,105,415,No,Yes,20,186.9,114.0,31.77,256.3,91.0,21.79,334.7,104.0,15.06,8.9,2,2.4,1.0,False,0.5327822120866591
TX,121,415,No,No,0,86.1,100.0,14.64,259.8,113.0,22.08,148.0,79.0,6.66,9.1,9,2.46,2.0,False,0.24543899657924742
NC,125,408,No,No,0,212.3,89.0,36.09,215.4,127.0,18.31,186.8,73.0,8.41,11.3,2,3.05,2.0,False,0.6051881413911061
CT,124,415,No,No,0,151.0,98.0,25.67,120.6,119.0,10.25,152.8,81.0,6.88,9.2,2,2.48,2.0,False,0.43044469783352335
NJ,35,408,No,No,0,158.6,67.0,26.96,130.4,96.0,11.08,229.8,80.0,10.34,6.9,5,1.86,2.0,False,0.452109464082098
WY,134,510,No,No,0,296.0,93.0,50.32,226.4,117.0,19.24,246.8,98.0,11.11,12.3,10,3.32,0.0,True,0.8437856328392246
LA,123,510,No,Yes,32,212.3,77.0,36.09,251.5,78.0,21.38,208.7,85.0,9.39,6.6,2,1.78,3.0,False,0.6051881413911061
NV,124,415,No,No,0,234.4,61.0,39.85,179.3,111.0,15.24,285.5,117.0,12.85,10.4,6,2.81,3.0,False,0.6681870011402509
WV,133,510,No,No,0,176.8,92.0,30.06,187.5,97.0,15.94,196.8,88.0,8.86,6.5,3,1.76,2.0,False,0.5039908779931586
AR,185,415,No,Yes,19,157.3,123.0,26.74,257.7,94.0,21.9,190.4,107.0,8.57,9.6,6,2.59,0.0,False,0.44840364880273664
SC,1,415,No,Yes,26,146.6,68.0,24.92,172.8,67.0,14.69,173.8,113.0,7.82,10.0,2,2.7,1.0,False,0.4179019384264538
KS,107,415,No,No,0,260.5,108.0,44.29,102.4,110.0,8.7,129.7,148.0,5.84,9.8,5,2.65,1.0,False,0.742588369441277
NY,91,415,No,Yes,20,146.1,98.0,24.84,277.4,104.0,23.58,137.7,100.0,6.2,6.2,3,1.67,1.0,False,0.4164766248574686
MI,178,408,Yes,No,0,124.5,134.0,21.17,141.2,78.0,12.0,268.2,113.0,12.07,11.4,2,3.08,2.0,True,0.35490307867730897
MA,123,415,No,No,0,209.4,49.0,35.6,237.4,117.0,20.18,239.2,98.0,10.76,9.8,11,2.65,1.0,False,0.596921322690992
UT,170,415,No,No,0,285.7,44.0,48.57,167.5,144.0,14.24,260.0,97.0,11.7,8.7,4,2.35,1.0,True,0.8144241733181299
HI,135,415,No,No,0,190.9,44.0,32.45,161.4,109.0,13.72,231.9,100.0,10.44,8.4,2,2.27,1.0,False,0.5441847206385405
PA,85,408,No,No,0,144.4,88.0,24.55,264.6,105.0,22.49,185.4,94.0,8.34,9.9,3,2.67,1.0,False,0.41163055872291904
OR,134,415,No,Yes,50,208.8,130.0,35.5,132.9,104.0,11.3,136.7,107.0,6.15,11.1,4,3.0,2.0,False,0.5952109464082098
TN,148,415,No,Yes,36,77.6,141.0,13.19,207.0,60.0,17.6,255.7,115.0,11.51,10.9,2,2.94,1.0,False,0.2212086659064994
CT,93,415,No,No,0,271.1,101.0,46.09,237.4,133.0,20.18,145.4,103.0,6.54,8.4,6,2.27,1.0,True,0.7728050171037628
AZ,138,415,No,No,0,240.8,104.0,40.94,144.5,92.0,12.28,125.7,98.0,5.66,11.6,1,3.13,0.0,False,0.6864310148232611
OR,159,510,No,No,0,114.8,98.0,19.52,192.6,101.0,16.37,259.0,108.0,11.66,12.2,5,3.29,0.0,False,0.3272519954389966
DE,103,415,No,Yes,34,138.8,80.0,23.6,142.0,108.0,12.07,183.8,77.0,8.27,11.8,7,3.19,1.0,False,0.3956670467502851
MA,150,408,No,Yes,27,209.8,112.0,35.67,155.0,80.0,13.18,251.5,111.0,11.32,7.2,6,1.94,0.0,False,0.5980615735461802
CT,37,408,No,No,0,134.9,98.0,22.93,248.4,130.0,21.11,236.2,113.0,10.63,14.7,2,3.97,3.0,False,0.3845496009122007
AR,33,415,Yes,No,0,164.0,99.0,27.88,153.1,102.0,13.01,123.8,104.0,5.57,6.4,4,1.73,0.0,False,0.467502850627138
SD,55,415,No,No,0,245.5,130.0,41.74,192.7,54.0,16.38,141.7,83.0,6.38,9.1,4,2.46,1.0,False,0.6998289623717218
CT,134,408,No,Yes,32,80.3,94.0,13.65,199.9,124.0,16.99,170.8,117.0,7.69,16.6,3,4.48,0.0,False,0.22890535917901936
CT,107,408,No,No,0,90.7,90.0,15.42,207.5,109.0,17.64,169.4,96.0,7.62,5.6,5,1.51,2.0,False,0.25855188141391106
MA,80,408,No,Yes,36,190.3,115.0,32.35,256.6,78.0,21.81,214.9,145.0,9.67,3.8,4,1.03,1.0,False,0.5424743443557583
MS,78,408,No,No,0,108.6,108.0,18.46,209.9,126.0,17.84,222.6,117.0,10.02,7.9,5,2.13,1.0,True,0.30957810718358036
MT,85,408,No,Yes,17,89.8,88.0,15.27,233.2,75.0,19.82,165.7,116.0,7.46,9.3,7,2.51,4.0,True,0.2559863169897377
AK,61,415,No,Yes,15,252.4,106.0,42.91,187.8,69.0,15.96,259.6,137.0,11.68,10.0,3,2.7,2.0,False,0.7194982896237172
DE,97,415,No,Yes,32,183.4,94.0,31.18,269.1,120.0,22.87,203.5,38.0,9.16,6.7,4,1.81,5.0,False,0.5228050171037628
OH,136,408,Yes,No,0,183.4,103.0,31.18,141.9,113.0,12.06,200.4,122.0,9.02,10.4,9,2.81,2.0,False,0.5228050171037628
MN,135,408,No,No,0,155.2,100.0,26.38,135.9,84.0,11.55,184.6,82.0,8.31,3.8,9,1.03,3.0,False,0.4424173318129988
CA,87,415,No,Yes,19,165.8,122.0,28.19,186.9,89.0,15.89,249.7,78.0,11.24,0.0,0,0.0,1.0,False,0.47263397947548463
OH,165,510,No,No,0,209.4,67.0,35.6,273.8,89.0,23.27,150.2,88.0,6.76,12.8,1,3.46,0.0,False,0.596921322690992
NV,148,415,No,No,0,279.3,104.0,47.48,201.6,87.0,17.14,280.8,99.0,12.64,7.9,2,2.13,2.0,True,0.7961801596351197
SC,99,415,No,No,0,174.1,102.0,29.6,99.1,118.0,8.42,211.6,126.0,9.52,7.7,2,2.08,2.0,False,0.4962941847206385
WV,123,415,No,No,0,175.7,78.0,29.87,184.6,96.0,15.69,156.9,92.0,7.06,9.1,2,2.46,2.0,False,0.5008551881413911
NM,127,415,Yes,No,0,256.5,87.0,43.61,222.1,101.0,18.88,156.7,122.0,7.05,13.0,3,3.51,1.0,False,0.7311858608893956
WY,151,415,No,No,0,170.2,89.0,28.93,187.5,83.0,15.94,119.5,100.0,5.38,4.3,3,1.16,0.0,False,0.48517673888255414
CA,185,408,No,No,0,139.6,92.0,23.73,250.2,115.0,21.27,158.1,79.0,7.11,10.8,4,2.92,1.0,False,0.3979475484606613
KS,65,415,No,Yes,34,208.8,119.0,35.5,142.1,106.0,12.08,214.6,87.0,9.66,12.5,4,3.38,4.0,False,0.5952109464082098
WY,58,510,No,No,0,210.1,126.0,35.72,248.9,108.0,21.16,158.6,88.0,7.14,14.4,2,3.89,4.0,False,0.5989167616875712
OK,104,415,No,No,0,113.6,87.0,19.31,158.6,98.0,13.48,187.7,87.0,8.45,10.5,6,2.84,2.0,False,0.3238312428734321
UT,44,415,No,No,0,202.6,89.0,34.44,163.0,96.0,13.86,268.1,151.0,12.06,8.3,3,2.24,0.0,False,0.5775370581527935
MA,58,408,No,No,0,174.4,112.0,29.65,265.8,122.0,22.59,182.4,87.0,8.21,0.0,0,0.0,4.0,False,0.49714937286202965
UT,108,415,No,No,0,210.6,117.0,35.8,164.2,103.0,13.96,201.4,68.0,9.06,9.4,5,2.54,0.0,False,0.6003420752565564
MN,132,510,No,No,0,121.5,88.0,20.66,253.0,124.0,21.51,195.7,120.0,8.81,10.7,4,2.89,1.0,False,0.3463511972633979
NE,80,415,No,No,0,127.8,67.0,21.73,181.6,112.0,15.44,197.3,63.0,8.88,15.9,2,4.29,2.0,False,0.36431014823261115
OH,162,415,No,No,0,135.2,98.0,22.98,242.0,107.0,20.57,246.9,96.0,11.11,10.2,2,2.75,2.0,False,0.38540478905359177
KY,110,510,No,No,0,99.4,62.0,16.9,275.0,86.0,23.38,212.1,94.0,9.54,16.7,3,4.51,2.0,False,0.28335233751425315
WA,96,415,No,No,0,276.9,105.0,47.07,246.9,94.0,20.99,254.4,107.0,11.45,10.3,3,2.78,1.0,True,0.7893386545039908
NY,168,408,No,No,0,163.4,134.0,27.78,240.1,87.0,20.41,164.0,147.0,7.38,11.6,2,3.13,2.0,True,0.4657924743443558
IN,72,510,No,No,0,287.4,116.0,48.86,235.3,126.0,20.0,292.1,114.0,13.14,5.0,3,1.35,4.0,True,0.8192702394526795
CO,125,408,No,Yes,23,120.5,104.0,20.49,227.8,115.0,19.36,158.5,100.0,7.13,10.2,3,2.75,1.0,False,0.34350057012542756
DC,170,510,No,No,0,184.1,106.0,31.3,204.9,70.0,17.42,224.3,133.0,10.09,9.8,3,2.65,2.0,False,0.5248004561003421
AK,71,510,No,No,0,185.0,84.0,31.45,232.5,129.0,19.76,191.1,82.0,8.6,14.9,4,4.02,3.0,False,0.5273660205245154
SC,124,415,No,No,0,160.9,109.0,27.35,144.2,152.0,12.26,120.4,97.0,5.42,12.9,12,3.48,1.0,False,0.4586659064994299
KS,68,415,No,No,0,207.6,68.0,35.29,251.6,123.0,21.39,191.6,100.0,8.62,10.9,6,2.94,2.0,False,0.5917901938426453
UT,97,415,No,No,0,209.2,134.0,35.56,0.0,0.0,0.0,175.4,94.0,7.89,11.8,6,3.19,1.0,False,0.5963511972633979
IL,98,510,Yes,No,0,158.4,71.0,26.93,306.6,66.0,26.06,144.2,93.0,6.49,2.1,4,0.57,1.0,False,0.451539338654504
DC,24,408,No,No,0,149.0,73.0,25.33,131.0,81.0,11.14,238.6,69.0,10.74,8.6,3,2.32,2.0,True,0.42474344355758265
DC,136,510,No,No,0,204.5,63.0,34.77,208.8,95.0,17.75,224.0,119.0,10.08,9.8,2,2.65,0.0,False,0.5829532497149372
OK,44,408,No,No,0,288.8,86.0,49.1,175.9,87.0,14.95,215.4,106.0,9.69,9.5,2,2.57,0.0,True,0.8232611174458381
KY,96,415,No,Yes,40,108.6,90.0,18.46,206.4,154.0,17.54,126.3,118.0,5.68,13.4,4,3.62,0.0,False,0.30957810718358036
NE,31,415,No,No,0,97.5,129.0,16.58,260.4,78.0,22.13,88.7,100.0,3.99,7.0,5,1.89,1.0,False,0.27793614595210947
AL,72,415,No,No,0,166.5,102.0,28.31,261.0,103.0,22.19,262.7,85.0,11.82,13.3,5,3.59,0.0,False,0.47462941847206386
HI,24,415,No,No,0,156.2,104.0,26.55,90.0,101.0,7.65,205.1,116.0,9.23,7.3,5,1.97,1.0,False,0.44526795895096916
SC,112,415,No,Yes,31,225.2,89.0,38.28,256.8,117.0,21.83,249.7,87.0,11.24,11.5,1,3.11,4.0,False,0.6419612314709235
GA,117,415,Yes,No,0,287.4,118.0,48.86,259.6,84.0,22.07,153.2,86.0,6.89,10.0,3,2.7,1.0,True,0.8192702394526795
KS,137,415,No,Yes,19,175.3,96.0,29.8,241.3,146.0,20.51,211.4,109.0,9.51,7.8,2,2.11,0.0,False,0.499714937286203
PA,136,408,No,No,0,102.1,75.0,17.36,219.5,97.0,18.66,73.7,92.0,3.32,9.8,5,2.65,0.0,False,0.2910490307867731
UT,95,415,No,No,0,157.9,103.0,26.84,259.6,90.0,22.07,230.0,117.0,10.35,14.0,2,3.78,0.0,False,0.45011402508551884
OR,82,415,No,Yes,19,146.5,73.0,24.91,246.4,65.0,20.94,199.0,114.0,8.96,4.1,4,1.11,1.0,False,0.41761687571265677
ND,145,415,No,No,0,245.8,116.0,41.79,286.7,91.0,24.37,240.7,115.0,10.83,9.0,13,2.43,1.0,True,0.700684150513113
KY,56,415,Yes,No,0,177.7,114.0,30.21,215.6,110.0,18.33,236.7,67.0,10.65,10.5,5,2.84,1.0,False,0.5065564424173318
MN,155,408,Yes,No,0,250.8,146.0,42.64,152.5,105.0,12.96,148.1,104.0,6.66,10.0,5,2.7,2.0,False,0.7149372862029647
OH,133,408,No,No,0,117.8,100.0,20.03,199.2,105.0,16.93,244.1,119.0,10.98,11.8,4,3.19,0.0,True,0.33580387685290763
TX,53,415,No,No,0,119.7,113.0,20.35,189.7,84.0,16.12,256.2,108.0,11.53,12.9,7,3.48,2.0,False,0.3412200684150513
WY,123,415,No,No,0,242.2,87.0,41.17,226.1,101.0,19.22,268.6,121.0,12.09,8.2,3,2.21,5.0,True,0.6904218928164195
GA,136,415,No,No,0,163.4,83.0,27.78,249.3,119.0,21.19,249.7,90.0,11.24,9.8,4,2.65,7.0,False,0.4657924743443558
TX,57,415,No,No,0,161.0,113.0,27.37,208.0,134.0,17.68,208.1,81.0,9.36,8.4,4,2.27,3.0,False,0.4589509692132269
WV,62,408,No,No,0,128.7,111.0,21.88,169.5,104.0,14.41,193.6,97.0,8.71,10.3,5,2.78,1.0,False,0.3668757126567844
NM,112,415,No,No,0,81.6,94.0,13.87,268.1,112.0,22.79,140.8,75.0,6.34,8.6,18,2.32,1.0,False,0.2326111744583808
MI,55,415,No,Yes,20,207.7,91.0,35.31,199.7,113.0,16.97,216.5,110.0,9.74,7.3,1,1.97,1.0,False,0.5920752565564423
NC,95,408,No,No,0,128.6,115.0,21.86,216.2,88.0,18.38,255.3,96.0,11.49,6.3,2,1.7,6.0,True,0.36659064994298746
NY,125,415,No,No,0,233.3,65.0,39.66,209.8,93.0,17.83,210.6,109.0,9.48,9.1,4,2.46,1.0,False,0.6650513112884835
TX,1,415,No,No,0,182.1,106.0,30.96,134.9,106.0,11.47,152.3,75.0,6.85,10.0,3,2.7,5.0,True,0.5190992018244014
KY,98,415,No,Yes,36,168.0,81.0,28.56,163.2,125.0,13.87,172.7,120.0,7.77,8.0,2,2.16,6.0,True,0.4789053591790194
SD,105,415,No,No,0,251.6,88.0,42.77,175.1,103.0,14.88,184.4,112.0,8.3,5.4,5,1.46,1.0,False,0.7172177879133409
ID,113,415,No,Yes,30,183.8,102.0,31.25,183.4,123.0,15.59,235.0,52.0,10.58,11.6,7,3.13,0.0,False,0.523945267958951
OR,99,408,No,No,0,256.4,44.0,43.59,214.5,105.0,18.23,233.7,75.0,10.52,7.9,1,2.13,3.0,True,0.7309007981755985
WI,103,415,No,No,0,180.2,134.0,30.63,97.7,85.0,8.3,181.7,134.0,8.18,8.4,3,2.27,1.0,False,0.5136830102622576
WV,177,408,No,No,0,227.8,81.0,38.73,161.8,97.0,13.75,217.0,106.0,9.76,8.0,5,2.16,1.0,False,0.6493728620296465
SC,149,415,No,Yes,20,147.8,132.0,25.13,276.8,94.0,23.53,149.9,110.0,6.75,10.2,6,2.75,0.0,False,0.42132269099201825
CT,160,415,No,No,0,234.9,136.0,39.93,270.8,134.0,23.02,219.3,101.0,9.87,13.9,2,3.75,1.0,True,0.669612314709236
NV,116,408,No,No,0,110.9,54.0,18.85,213.4,82.0,18.14,186.2,116.0,8.38,7.9,2,2.13,2.0,False,0.3161345496009122
ND,90,415,No,Yes,22,124.5,94.0,21.17,231.7,90.0,19.69,222.2,108.0,10.0,6.4,12,1.73,1.0,False,0.35490307867730897
MI,148,415,Yes,No,0,233.5,81.0,39.7,187.7,71.0,15.95,122.3,97.0,5.5,9.6,2,2.59,0.0,True,0.6656214367160775
MT,147,415,No,Yes,35,197.3,134.0,33.54,141.1,99.0,11.99,212.1,90.0,9.54,10.1,4,2.73,2.0,True,0.5624287343215507
NE,95,510,No,No,0,58.2,96.0,9.89,202.1,126.0,17.18,210.5,97.0,9.47,10.4,5,2.81,0.0,False,0.16590649942987457
UT,201,510,No,No,0,212.7,72.0,36.16,225.2,90.0,19.14,195.1,99.0,8.78,7.0,6,1.89,1.0,False,0.6063283922462941
WV,80,415,No,No,0,151.5,89.0,25.76,131.7,78.0,11.19,235.3,131.0,10.59,11.8,4,3.19,0.0,False,0.4318700114025085
AR,122,415,Yes,No,0,146.3,117.0,24.87,218.7,93.0,18.59,236.0,97.0,10.62,11.5,5,3.11,1.0,False,0.4170467502850627
MT,132,408,No,No,0,195.1,100.0,33.17,148.8,95.0,12.65,224.5,117.0,10.1,6.7,2,1.81,0.0,False,0.556157354618016
UT,83,510,No,No,0,208.9,71.0,35.51,214.8,92.0,18.26,247.9,108.0,11.16,13.0,5,3.51,1.0,False,0.5954960091220068
HI,99,408,No,No,0,135.7,107.0,23.07,208.4,103.0,17.71,209.0,95.0,9.4,8.8,3,2.38,7.0,True,0.38683010262257694
KS,84,415,No,No,0,225.9,86.0,38.4,275.6,105.0,23.43,201.4,108.0,9.06,14.3,3,3.86,3.0,True,0.6439566704675028
NY,46,415,No,No,0,122.2,67.0,20.77,167.2,62.0,14.21,194.8,98.0,8.77,9.7,6,2.62,1.0,False,0.3483466362599772
OH,87,510,No,No,0,153.3,106.0,26.06,224.5,117.0,19.08,273.4,152.0,12.3,8.9,5,2.4,2.0,False,0.4370011402508552
HI,150,415,No,No,0,214.0,117.0,36.38,192.4,89.0,16.35,242.6,99.0,10.92,7.9,4,2.13,1.0,False,0.6100342075256556
KS,73,408,No,No,0,194.8,112.0,33.12,167.2,85.0,14.21,100.3,61.0,4.51,10.8,6,2.92,1.0,False,0.5553021664766249
IN,7,415,No,No,0,206.7,87.0,35.14,281.1,83.0,23.89,158.5,77.0,7.13,11.0,5,2.97,3.0,False,0.589224629418472
OR,89,415,No,Yes,12,188.0,105.0,31.96,151.3,107.0,12.86,201.9,132.0,9.09,10.5,3,2.84,2.0,False,0.5359179019384265
NY,131,408,Yes,No,0,122.3,83.0,20.79,118.8,94.0,10.1,147.9,95.0,6.66,13.7,3,3.7,3.0,True,0.3486316989737742
VA,105,415,No,No,0,259.3,96.0,44.08,175.2,97.0,14.89,222.4,36.0,10.01,12.0,5,3.24,3.0,False,0.7391676168757126
MI,108,408,Yes,No,0,115.1,114.0,19.57,211.3,70.0,17.96,136.1,85.0,6.12,13.8,3,3.73,2.0,True,0.32810718358038765
ID,47,415,No,Yes,28,172.9,109.0,29.39,137.6,94.0,11.7,203.8,109.0,9.17,8.3,6,2.24,1.0,False,0.4928734321550741
MO,101,415,Yes,No,0,156.4,116.0,26.59,130.4,114.0,11.08,207.3,109.0,9.33,7.3,5,1.97,1.0,False,0.44583808437856326
AL,182,415,No,Yes,24,128.1,104.0,21.78,143.4,127.0,12.19,191.0,98.0,8.59,11.6,3,3.13,1.0,False,0.3651653363740022
OR,161,408,No,No,0,196.6,73.0,33.42,170.2,79.0,14.47,194.3,79.0,8.74,12.5,3,3.38,1.0,False,0.5604332953249714
VT,128,408,No,No,0,227.9,130.0,38.74,302.6,71.0,25.72,191.5,82.0,8.62,5.5,7,1.49,1.0,True,0.6496579247434435
AZ,69,415,No,Yes,31,194.9,63.0,33.13,191.6,90.0,16.29,153.0,129.0,6.89,13.2,2,3.56,2.0,False,0.5555872291904219
VA,113,408,No,Yes,34,44.9,63.0,7.63,134.2,82.0,11.41,168.4,118.0,7.58,13.3,3,3.59,1.0,False,0.12799315849486886
PA,87,408,No,Yes,30,262.8,114.0,44.68,215.8,130.0,18.34,154.8,88.0,6.97,7.8,2,2.11,0.0,False,0.7491448118586089
CO,71,415,No,No,0,211.2,70.0,35.9,252.7,122.0,21.48,225.8,104.0,10.16,12.3,3,3.32,0.0,False,0.6020524515393386
KY,76,415,No,No,0,204.0,69.0,34.68,225.1,110.0,19.13,240.3,85.0,10.81,9.6,5,2.59,1.0,False,0.5815279361459521
NJ,87,510,No,No,0,223.2,109.0,37.94,127.5,86.0,10.84,289.3,83.0,13.02,14.5,4,3.92,3.0,False,0.6362599771949828
IL,117,408,No,No,0,119.0,82.0,20.23,187.5,108.0,15.94,189.3,97.0,8.52,11.5,3,3.11,1.0,False,0.33922462941847203
WA,177,415,No,No,0,266.1,91.0,45.24,225.2,79.0,19.14,224.7,58.0,10.11,8.9,8,2.4,3.0,True,0.758551881413911
WV,95,415,No,No,0,134.4,104.0,22.85,152.4,95.0,12.95,236.5,80.0,10.64,9.4,3,2.54,1.0,False,0.3831242873432155
RI,76,415,No,No,0,171.1,78.0,29.09,257.2,83.0,21.86,91.6,92.0,4.12,16.2,3,4.37,1.0,False,0.48774230330672746
OH,66,415,No,No,0,170.5,103.0,28.99,254.3,77.0,21.62,197.3,138.0,8.88,10.5,2,2.84,2.0,False,0.48603192702394526
MO,110,415,No,No,0,178.5,124.0,30.35,146.9,141.0,12.49,217.1,102.0,9.77,9.9,7,2.67,1.0,False,0.5088369441277081
MD,204,510,No,No,0,205.2,145.0,34.88,154.8,95.0,13.16,191.4,77.0,8.61,14.1,5,3.81,3.0,False,0.5849486887115165
OH,32,415,No,Yes,31,232.8,97.0,39.58,183.5,111.0,15.6,206.8,111.0,9.31,13.0,2,3.51,0.0,False,0.6636259977194983
VA,133,408,No,Yes,39,239.9,107.0,40.78,253.8,77.0,21.57,128.7,85.0,5.79,6.7,3,1.81,5.0,False,0.6838654503990877
FL,185,408,No,No,0,55.6,97.0,9.45,288.7,83.0,24.54,111.2,110.0,5.0,12.1,3,3.27,2.0,False,0.15849486887115166
CO,103,415,No,Yes,37,153.5,78.0,26.1,241.9,108.0,20.56,244.7,110.0,11.01,10.6,3,2.86,1.0,False,0.43757126567844923
NY,91,510,No,No,0,109.8,100.0,18.67,189.6,104.0,16.12,206.7,85.0,9.3,11.1,3,3.0,1.0,False,0.3129988597491448
WV,131,415,No,No,0,196.1,89.0,33.34,185.5,87.0,15.77,250.0,132.0,11.25,5.2,6,1.4,2.0,False,0.5590079817559863
LA,153,510,No,No,0,166.8,127.0,28.36,143.5,121.0,12.2,210.7,130.0,9.48,11.8,4,3.19,0.0,False,0.475484606613455
MA,132,415,No,Yes,25,113.2,96.0,19.24,269.9,107.0,22.94,229.1,87.0,10.31,7.1,7,1.92,2.0,False,0.322690992018244
UT,148,510,No,No,0,203.0,92.0,34.51,150.9,125.0,12.83,245.5,131.0,11.05,14.6,9,3.94,1.0,False,0.5786773090079818
AL,141,408,No,No,0,242.8,90.0,41.28,234.1,80.0,19.9,211.5,104.0,9.52,6.0,3,1.62,5.0,False,0.6921322690992018
ME,105,415,No,No,0,156.5,102.0,26.61,140.2,134.0,11.92,227.4,111.0,10.23,12.2,2,3.29,2.0,False,0.4461231470923603
TX,169,408,No,No,0,266.7,105.0,45.34,158.2,88.0,13.45,287.7,111.0,12.95,13.8,3,3.73,3.0,True,0.7602622576966932
ND,127,415,No,Yes,23,182.0,80.0,30.94,216.1,85.0,18.37,156.9,82.0,7.06,9.8,4,2.65,1.0,False,0.5188141391106044
CO,57,415,No,No,0,85.9,92.0,14.6,193.9,127.0,16.48,231.5,93.0,10.42,10.1,2,2.73,0.0,False,0.24486887115165337
LA,123,415,No,Yes,33,146.6,87.0,24.92,114.8,59.0,9.76,220.4,99.0,9.92,2.9,7,0.78,0.0,False,0.4179019384264538
MT,103,510,No,Yes,35,110.5,101.0,18.79,208.3,81.0,17.71,87.4,77.0,3.93,13.9,2,3.75,4.0,True,0.31499429874572404
OR,101,415,No,No,0,118.6,89.0,20.16,199.6,97.0,16.97,53.3,61.0,2.4,11.5,5,3.11,1.0,False,0.3380843785632839
NH,123,415,No,Yes,22,197.6,105.0,33.59,80.0,86.0,6.8,120.8,82.0,5.44,15.6,12,4.21,2.0,False,0.5632839224629418
NE,78,510,No,Yes,32,210.3,116.0,35.75,192.2,83.0,16.34,246.1,92.0,11.07,10.8,4,2.92,6.0,False,0.5994868871151654
WV,101,415,No,Yes,28,220.3,96.0,37.45,285.8,72.0,24.29,203.0,111.0,9.14,9.4,6,2.54,4.0,False,0.6279931584948689
NV,129,415,No,No,0,150.0,98.0,25.5,232.4,101.0,19.75,261.2,123.0,11.75,12.5,6,3.38,1.0,False,0.427594070695553
MA,67,415,No,Yes,34,161.7,114.0,27.49,207.6,115.0,17.65,205.7,114.0,9.26,9.2,4,2.48,0.0,False,0.4609464082098061
MI,37,415,No,No,0,191.4,116.0,32.54,167.4,99.0,14.23,216.5,112.0,9.74,14.0,5,3.78,3.0,False,0.5456100342075256
